Date,PS,QV2M,AVG_TS,T2M_RANGE,T2M_MAX,T2M_MIN
2000/1/1,87.67,2.32,7.41,11.3,18.8,7.49
2000/1/2,87.63,2.38,8.07,11.36,20.19,8.83
2000/1/3,87.5,2.32,7.77,10.91,19.48,8.57
2000/1/4,87.48,2.32,7.77,12.27,19.65,7.38
2000/1/5,87.54,2.2,7.9,12.14,19.87,7.73
2000/1/6,87.44,2.08,7.64,11.53,19.73,8.19
2000/1/7,87.49,2.08,7.15,12.67,18.37,5.69
2000/1/8,87.44,2.08,7.05,9.71,17.33,7.62
2000/1/9,87.45,2.44,7.8,10.61,17.9,7.3
2000/1/10,87.41,3.6,9.43,11.09,18.77,7.69
2000/1/11,87.56,3.97,10.05,10.9,20.14,9.24
2000/1/12,87.5,3.3,10.29,11.84,21.42,9.58
2000/1/13,87.4,4.39,12.05,11.77,21.65,9.89
2000/1/14,87.28,4.82,11.76,10.99,19.6,8.61
2000/1/15,87.41,3.17,9.92,12.72,19.9,7.18
2000/1/16,87.6,2.38,8.77,14.13,19.51,5.37
2000/1/17,87.59,1.77,8.05,13.19,19.91,6.73
2000/1/18,87.67,1.83,8,15.43,19.98,4.55
2000/1/19,87.38,2.01,8.32,12.28,19.23,6.95
2000/1/20,87.1,3.05,8.84,10.57,18.25,7.68
2000/1/21,87.51,3.6,9.04,10.52,17.52,7.01
2000/1/22,87.58,3.42,9.09,11.55,18.3,6.76
2000/1/23,87.51,3.48,8.95,10.62,17.83,7.21
2000/1/24,87.73,3.66,9.09,11.12,17.89,6.76
2000/1/25,87.87,3.17,9,11.66,18.64,6.98
2000/1/26,87.87,2.81,9.64,11.95,19.9,7.95
2000/1/27,87.69,3.05,9.77,11.73,19.59,7.86
2000/1/28,87.57,3.42,9.97,11.89,19.15,7.26
2000/1/29,87.5,3.05,9.19,11.67,19.05,7.38
2000/1/30,87.7,2.2,8.53,14.65,19.69,5.05
2000/1/31,87.85,2.26,8.61,11.48,18.87,7.39
2000/2/1,87.62,3.05,8.63,10.38,16.42,6.04
2000/2/2,87.54,6.1,8.55,7.7,13.76,6.07
2000/2/3,87.67,4.7,10.55,12.12,18.87,6.75
2000/2/4,87.58,3.17,10.28,11.63,19.48,7.84
2000/2/5,87.43,3.48,12.12,12.73,21.14,8.4
2000/2/6,87.44,6.23,10.91,8.59,15.45,6.87
2000/2/7,87.38,5.55,11.44,11.24,18.05,6.8
2000/2/8,87.41,3.72,10.5,12.8,19.53,6.73
2000/2/9,87.36,2.32,8.8,11.92,18.15,6.23
2000/2/10,87.44,2.14,8.87,12.8,19.07,6.26
2000/2/11,87.51,2.62,10.46,14.69,19.83,5.15
2000/2/12,87.55,5.8,11.55,11.55,18.08,6.54
2000/2/13,87.5,3.23,11.53,13.95,20.9,6.95
2000/2/14,87.52,2.5,10.65,13.26,20.14,6.88
2000/2/15,87.52,2.5,10.35,14.2,20.55,6.34
2000/2/16,87.42,2.38,12.01,13.75,21.9,8.16
2000/2/17,87.19,2.32,10.59,12.62,20.13,7.52
2000/2/18,87.21,1.71,9.38,14.15,19.09,4.95
2000/2/19,87.28,1.53,8.9,13.74,18.77,5.03
2000/2/20,87.33,1.46,9.12,14.45,19.3,4.85
2000/2/21,87.47,1.53,9.62,14.73,19.63,4.9
2000/2/22,87.51,2.08,10.84,13.27,21.04,7.77
2000/2/23,87.52,1.83,10.94,13.09,21.4,8.32
2000/2/24,87.47,1.4,10.55,13.36,21.33,7.98
2000/2/25,87.34,1.22,9.78,13.15,20.36,7.21
2000/2/26,87.2,1.16,8.7,12.09,18.35,6.27
2000/2/27,87.27,1.46,9.26,12.64,19.12,6.48
2000/2/28,87.46,1.89,10.27,13.7,20.03,6.33
2000/2/29,87.46,2.32,12.01,14.15,21.84,7.69
2000/3/1,87.27,2.99,12.05,11.66,19.81,8.16
2000/3/2,87.11,3.42,13.9,14.3,22.46,8.17
2000/3/3,87.26,3.05,14.2,13.25,23.19,9.94
2000/3/4,87.4,2.14,14.83,15.14,25.19,10.05
2000/3/5,87.33,2.38,15.8,15.83,26,10.17
2000/3/6,87.28,2.26,15.8,14.84,25.77,10.93
2000/3/7,87.4,2.01,16.3,15.41,26.41,11.01
2000/3/8,87.19,2.44,16.75,13.19,24.89,11.7
2000/3/9,86.98,1.89,13.47,11.94,21.57,9.63
2000/3/10,87.06,1.77,13.61,12.78,22.96,10.17
2000/3/11,87.18,1.71,14.26,13.41,23.73,10.32
2000/3/12,87.06,2.08,15.26,13.94,24.33,10.39
2000/3/13,87.04,3.36,16.56,13.73,23.97,10.23
2000/3/14,87.2,5.8,15.79,9.12,20.12,11.01
2000/3/15,87.11,3.36,15.62,12.76,23.42,10.66
2000/3/16,87.07,2.01,15.12,12.62,23.94,11.32
2000/3/17,87.06,1.77,15.35,14.41,24.56,10.15
2000/3/18,87.24,1.83,16.27,14.05,25.7,11.65
2000/3/19,87.28,2.32,17.28,15.52,26.39,10.88
2000/3/20,87.26,1.4,16,15.73,25.92,10.19
2000/3/21,87.46,1.1,16,14.94,26.25,11.32
2000/3/22,87.45,1.65,18.3,17.19,28.78,11.59
2000/3/23,87.59,5.13,16.13,10.86,22.32,11.46
2000/3/24,87.58,3.36,16.78,14.26,24.9,10.63
2000/3/25,87.58,2.44,17.09,14.87,26.06,11.19
2000/3/26,87.67,1.95,17.79,14.85,27.58,12.73
2000/3/27,87.64,2.56,18.97,14.73,28.11,13.38
2000/3/28,87.6,2.87,19.58,13.77,28.68,14.9
2000/3/29,87.59,2.99,20.42,14.56,29.27,14.71
2000/3/30,87.38,2.87,20.49,14.01,29.94,15.94
2000/3/31,87.24,2.69,21.01,14.05,30.25,16.19
2000/4/1,87.03,2.38,22.26,15.1,32.69,17.59
2000/4/2,86.84,2.32,22.3,13.34,31.46,18.13
2000/4/3,87.03,1.71,21.62,13.45,31.25,17.8
2000/4/4,86.99,1.59,21.44,15.38,31.53,16.15
2000/4/5,86.97,1.53,21.55,15.85,31.4,15.55
2000/4/6,87.02,1.22,21.2,15.46,31.52,16.05
2000/4/7,87.29,0.98,20.87,16.71,31.56,14.86
2000/4/8,87.13,1.34,21.72,16.14,32.47,16.33
2000/4/9,87.04,1.95,22.08,14.82,30.54,15.72
2000/4/10,87.06,2.2,21.49,14.78,29.95,15.17
2000/4/11,87.17,2.32,21.96,15.34,30.94,15.6
2000/4/12,87.21,2.62,22.41,14.36,31.19,16.83
2000/4/13,87,2.75,22.17,14.43,30.83,16.4
2000/4/14,86.97,4.27,22.63,14.54,30.62,16.07
2000/4/15,87.15,7.14,23.29,13.63,29.99,16.36
2000/4/16,87.23,7.93,23.73,12.44,28.55,16.11
2000/4/17,87.09,6.65,23.69,13.23,29.4,16.16
2000/4/18,87.16,4.58,24.78,16.04,32.53,16.49
2000/4/19,87.23,4.76,24.87,14.16,32.46,18.3
2000/4/20,87.05,4.58,25.83,15.33,34.01,18.68
2000/4/21,86.96,4.46,26.18,13,33.69,20.69
2000/4/22,87.03,4.58,24.94,11.16,31.46,20.3
2000/4/23,86.96,5.68,26.26,14.46,33.5,19.04
2000/4/24,86.86,6.9,25.24,11.52,30.89,19.37
2000/4/25,86.8,6.23,23.8,12.05,29.07,17.01
2000/4/26,86.94,7.81,23.86,13.73,29.34,15.62
2000/4/27,86.86,10.68,24.36,12.33,28.72,16.39
2000/4/28,86.77,8.24,25.04,13.85,31.39,17.54
2000/4/29,86.89,5.31,25.26,17.05,33.14,16.09
2000/4/30,87.05,4.39,24.87,15.57,32.37,16.8
2000/5/1,86.96,4.03,24.71,13.64,32.49,18.85
2000/5/2,87.13,4.46,24.94,12.77,31.99,19.23
2000/5/3,87.36,8.91,24.83,14.43,30.83,16.4
2000/5/4,87.39,11.6,25.72,12.48,30.14,17.65
2000/5/5,87.44,11.47,25.41,10.32,28.87,18.55
2000/5/6,87.47,10.8,25.1,10.8,28.91,18.11
2000/5/7,87.43,10.31,23.01,8.64,26.77,18.13
2000/5/8,87.31,10.31,24.12,11.41,28.44,17.01
2000/5/9,87.29,10.44,24.69,9.66,28.8,19.15
2000/5/10,87.2,10.8,24.92,8.63,28.4,19.76
2000/5/11,87.04,11.23,27.3,11.33,31.83,20.51
2000/5/12,87.01,11.6,28.87,11.04,32.86,21.82
2000/5/13,86.94,11.17,29.74,11.84,34.5,22.65
2000/5/14,86.91,9.4,29.36,12.35,34.91,22.55
2000/5/15,86.88,10.13,28.87,10.61,32.96,22.35
2000/5/16,86.85,11.6,27.83,10.37,31.02,20.65
2000/5/17,86.69,13.37,26.75,9.76,30,20.24
2000/5/18,86.52,11.9,27.87,12.49,32.73,20.24
2000/5/19,86.6,10.99,28.83,11.8,33.08,21.29
2000/5/20,86.84,13.61,25.26,7.21,27.29,20.08
2000/5/21,86.93,11.96,23.71,8.18,26.22,18.04
2000/5/22,86.91,12.63,24.56,10.81,28.19,17.38
2000/5/23,86.84,13.24,25.74,10.89,29.58,18.69
2000/5/24,86.71,14.28,25.84,9.53,28.89,19.37
2000/5/25,86.55,13.55,27.26,10.27,30.35,20.08
2000/5/26,86.48,12.33,28.21,12.53,32.78,20.24
2000/5/27,86.62,11.05,27.24,12.02,32.18,20.16
2000/5/28,86.73,10.19,27.43,11.78,32.76,20.98
2000/5/29,86.85,11.66,26.95,9.41,30.66,21.26
2000/5/30,86.98,13.49,25.58,8.13,28.06,19.93
2000/5/31,86.91,13.85,24.72,7.57,27.08,19.51
2000/6/1,86.75,12.57,25.87,10.05,28.71,18.66
2000/6/2,86.83,12.08,26.33,12.02,30.5,18.48
2000/6/3,86.87,13.24,27.71,11.88,31.69,19.81
2000/6/4,86.84,13.37,28.95,11.79,33.28,21.49
2000/6/5,86.81,14.53,27.9,9.34,31.31,21.97
2000/6/6,86.84,15.01,24.4,6.97,27.92,20.95
2000/6/7,86.92,15.44,22.83,4.77,24.98,20.21
2000/6/8,86.95,16.6,21.92,4.68,23.74,19.05
2000/6/9,86.87,15.26,24.48,7.2,27.33,20.13
2000/6/10,86.69,16.24,26.01,9.54,29.85,20.31
2000/6/11,86.62,15.56,26.84,9.2,30,20.8
2000/6/12,86.57,12.57,27.69,10.24,31.9,21.66
2000/6/13,86.57,10.62,27.28,11.39,32.06,20.67
2000/6/14,86.67,12.08,26.01,9.49,30.27,20.78
2000/6/15,86.69,14.89,25.41,7.79,28.44,20.65
2000/6/16,86.67,15.81,26.08,9.62,29.24,19.62
2000/6/17,86.65,17.03,26.11,8.48,29.24,20.76
2000/6/18,86.69,17.52,25.9,8.15,29.77,21.62
2000/6/19,86.76,16.6,25.65,8.29,28.76,20.48
2000/6/20,86.75,16.66,24.97,5.75,27.08,21.33
2000/6/21,86.7,17.64,23.93,5.51,26.33,20.83
2000/6/22,86.73,17.82,22.75,3.41,24.27,20.87
2000/6/23,86.67,15.56,23.82,7.4,27.04,19.63
2000/6/24,86.5,15.5,24.87,9.33,28.48,19.15
2000/6/25,86.57,15.5,24.69,7.29,28.29,21.01
2000/6/26,86.64,16.24,24.8,7.46,28.07,20.61
2000/6/27,86.75,16.97,23.98,6.4,26.88,20.48
2000/6/28,86.89,16.42,24.75,7.58,27.73,20.15
2000/6/29,86.98,16.11,24.88,7.3,27.93,20.63
2000/6/30,86.9,16.36,24.35,6.97,27.01,20.04
2000/7/1,86.85,16.54,24.71,7.14,27.08,19.94
2000/7/2,86.85,16.66,23.67,5.62,25.82,20.21
2000/7/3,86.79,16.54,25.38,8.8,28.87,20.08
2000/7/4,86.75,16.72,26.02,9.05,29.49,20.44
2000/7/5,86.69,16.97,24.49,5.12,26.48,21.36
2000/7/6,86.71,17.46,23.04,4.44,25.22,20.78
2000/7/7,86.74,16.85,22.98,4.82,25.51,20.69
2000/7/8,86.65,16.36,24.82,7.27,28.06,20.79
2000/7/9,86.47,17.27,25.08,7.38,28.36,20.98
2000/7/10,86.46,17.52,23.9,4.92,25.92,20.99
2000/7/11,86.54,16.97,24.43,7.15,27.7,20.56
2000/7/12,86.56,16.48,25.08,7.53,29.08,21.55
2000/7/13,86.64,17.03,24.51,6.46,27.71,21.25
2000/7/14,86.62,17.03,24.26,6.94,27.39,20.45
2000/7/15,86.55,16.85,24.26,6.98,27.36,20.37
2000/7/16,86.56,17.27,25.56,7.66,29.05,21.4
2000/7/17,86.48,17.64,25.7,8.58,29.52,20.94
2000/7/18,86.34,17.64,24.53,6.88,28.3,21.42
2000/7/19,86.4,16.85,25.12,8.84,29.02,20.19
2000/7/20,86.68,17.21,23.58,6.03,26.46,20.43
2000/7/21,86.9,16.48,23.12,6.11,26.2,20.09
2000/7/22,86.91,16.36,24.38,7.22,27.65,20.43
2000/7/23,86.67,17.33,23.03,4.7,25.11,20.4
2000/7/24,86.69,16.54,23.18,5.91,26.23,20.31
2000/7/25,86.78,16.17,24.12,7.09,27.24,20.15
2000/7/26,86.77,17.15,23.54,6.32,26.63,20.31
2000/7/27,86.77,17.33,23.14,6.13,26.4,20.27
2000/7/28,86.83,17.03,23.12,5.11,25.42,20.31
2000/7/29,86.99,16.36,23.44,6.16,25.89,19.73
2000/7/30,86.96,17.15,23.19,6.09,25.73,19.64
2000/7/31,86.85,17.27,22.05,3.44,23.92,20.48
2000/8/1,86.64,17.76,22.11,4.02,24.06,20.04
2000/8/2,86.68,17.03,21.98,4.91,24.59,19.69
2000/8/3,86.63,17.21,23.62,7.8,27.2,19.4
2000/8/4,86.73,16.6,23.99,8.15,27.48,19.33
2000/8/5,86.76,16.48,23.98,6.86,27.09,20.23
2000/8/6,86.81,17.15,23.98,6.73,26.91,20.18
2000/8/7,86.86,17.15,23.72,5.8,26.83,21.02
2000/8/8,86.89,17.76,24.29,6.61,27.55,20.94
2000/8/9,86.85,17.33,23.72,5.6,26.5,20.9
2000/8/10,86.96,17.15,23.19,5.54,25.96,20.42
2000/8/11,86.95,16.42,22.46,5.01,24.57,19.56
2000/8/12,87.04,16.6,22.48,5.42,25.05,19.63
2000/8/13,87.11,16.36,22.37,4.98,24.85,19.87
2000/8/14,86.99,16.66,23.65,7.55,27.27,19.71
2000/8/15,86.91,17.21,23.52,5.92,26.22,20.29
2000/8/16,86.69,17.21,23.28,6.35,26.39,20.04
2000/8/17,86.6,17.27,22.92,5.07,25.38,20.31
2000/8/18,86.81,17.27,24.51,7.66,28.19,20.51
2000/8/19,86.88,16.66,24.55,9.38,28.65,19.27
2000/8/20,86.83,16.97,23.96,6.59,26.85,20.26
2000/8/21,86.83,16.17,22.17,4.17,24.21,20.04
2000/8/22,86.94,16.54,24.42,8.82,28.36,19.53
2000/8/23,86.99,17.46,23.77,5.7,26.23,20.55
2000/8/24,86.94,16.91,23.65,7.09,27.08,20
2000/8/25,87.01,16.91,24.51,6.84,27.61,20.76
2000/8/26,87,16.66,24.94,7.59,28.64,21.05
2000/8/27,86.88,17.27,24.61,6.38,27.56,21.18
2000/8/28,86.74,17.82,22.42,3.8,24.46,20.66
2000/8/29,86.61,17.7,21.83,3.76,24.1,20.34
2000/8/30,86.53,17.33,21.95,3.91,24.25,20.33
2000/8/31,86.42,16.97,22.64,5.45,25.61,20.16
2000/9/1,86.48,16.91,22.81,5.71,26.23,20.52
2000/9/2,86.67,15.81,22.56,6.48,26.01,19.53
2000/9/3,86.76,16.85,22.76,6.17,26.51,20.34
2000/9/4,86.93,17.03,23.06,6.66,26.65,19.99
2000/9/5,86.87,16.6,22.71,7.37,26.58,19.21
2000/9/6,86.82,16.3,22.47,6.67,25.55,18.87
2000/9/7,86.89,16.78,22.38,5.94,25.46,19.52
2000/9/8,87.05,16.54,21.98,4.91,24.58,19.68
2000/9/9,86.97,16.24,21.11,4.06,23.37,19.31
2000/9/10,86.84,15.62,21.22,4.83,23.8,18.97
2000/9/11,86.76,15.56,21.74,7.16,25.58,18.41
2000/9/12,86.89,15.69,22.11,8.1,26.48,18.37
2000/9/13,87.11,16.54,22.73,6.49,26.67,20.17
2000/9/14,87.15,16.54,22.53,5.98,26.16,20.19
2000/9/15,87.07,16.05,20.62,3.66,23,19.34
2000/9/16,87.05,15.32,20.97,5.3,24.2,18.9
2000/9/17,87.12,16.66,21.16,4.66,23.7,19.04
2000/9/18,87.04,14.71,22.01,7.95,26.41,18.46
2000/9/19,87.18,14.95,20.78,6.01,24.24,18.24
2000/9/20,87.33,14.04,20.2,6.73,24.12,17.38
2000/9/21,87.47,13.92,19.67,7.46,23.9,16.44
2000/9/22,87.52,13.79,18.58,4.76,21.15,16.38
2000/9/23,87.39,13.43,19.01,5.77,22.57,16.8
2000/9/24,87.3,14.04,20.08,7.02,24.53,17.51
2000/9/25,87.27,13.79,19.8,7.56,24.83,17.27
2000/9/26,87.32,13,19.42,7.63,24.56,16.93
2000/9/27,87.32,13.37,19.75,7.34,24.52,17.19
2000/9/28,87.27,12.7,19.4,7.69,24.55,16.86
2000/9/29,87.3,11.72,18.83,8.02,24.12,16.09
2000/9/30,87.28,11.78,18.9,6.66,23.69,17.03
2000/10/1,87.37,12.7,20,10.52,25.97,15.45
2000/10/2,87.43,13.37,20.04,6.94,24.73,17.8
2000/10/3,87.41,13.67,19.91,7.11,24.61,17.5
2000/10/4,87.38,13.85,19.94,7.45,24.67,17.22
2000/10/5,87.48,13.61,20.17,7.4,25.44,18.04
2000/10/6,87.55,13.06,19.86,8.2,25.66,17.46
2000/10/7,87.48,13,20.08,8.12,26,17.87
2000/10/8,87.31,13.18,20.45,8.1,25.95,17.85
2000/10/9,87.16,13.18,20.4,7.22,25.24,18.02
2000/10/10,87.22,13.12,20.32,7.87,25.53,17.66
2000/10/11,87.34,11.9,19.84,8.06,25.76,17.7
2000/10/12,87.31,10.74,19.44,8.77,25.96,17.19
2000/10/13,87.11,9.28,18.3,9.46,25.49,16.03
2000/10/14,87.11,8.18,17.66,10.05,25.51,15.46
2000/10/15,87.34,7.02,17.18,11.09,25.87,14.77
2000/10/16,87.53,7.57,18.08,10.37,26.65,16.28
2000/10/17,87.48,8.91,19.57,9.55,27.59,18.05
2000/10/18,87.3,9.28,18.83,8.94,26.1,17.16
2000/10/19,87.24,9.34,18.24,8.48,25.48,16.99
2000/10/20,87.26,9.52,18.11,8.91,24.95,16.05
2000/10/21,87.24,10.19,18.48,9.03,24.77,15.74
2000/10/22,87.24,11.05,18.64,7.29,23.3,16.01
2000/10/23,87.18,10.68,18.36,7.66,23.89,16.23
2000/10/24,87.38,9.4,17.57,8.14,23.65,15.51
2000/10/25,87.57,9.46,17.27,8.91,23.24,14.33
2000/10/26,87.53,9.89,18.62,8.83,24.44,15.61
2000/10/27,87.52,9.95,18.58,9.46,24.51,15.05
2000/10/28,87.58,9.34,18.17,10.45,24.76,14.31
2000/10/29,87.75,8.06,16.86,11.4,24.03,12.62
2000/10/30,87.54,7.2,16.28,10.42,24.62,14.19
2000/10/31,87.48,7.93,16.26,9.49,24.06,14.56
2000/11/1,87.69,8.18,16.19,9.5,23.81,14.32
2000/11/2,87.81,8.06,16.41,9.94,23.94,14.01
2000/11/3,87.82,7.81,16.46,10.23,24.06,13.83
2000/11/4,87.82,8.54,16.88,9.6,24.35,14.76
2000/11/5,87.6,8.36,16.48,8.9,23.29,14.39
2000/11/6,87.37,7.08,15.01,9.27,23.05,13.77
2000/11/7,87.5,6.1,13.85,8.77,22.05,13.27
2000/11/8,87.61,5.68,13.85,9.03,22.76,13.73
2000/11/9,87.48,5.37,14,9.23,23.33,14.11
2000/11/10,87.56,5.49,14.21,10.55,23.78,13.23
2000/11/11,87.72,6.1,13.76,10.02,22.01,11.98
2000/11/12,87.56,7.32,14.12,9.66,21.19,11.52
2000/11/13,87.43,7.69,15.08,9.52,22.12,12.59
2000/11/14,87.48,6.77,13.62,9.79,21.98,12.2
2000/11/15,87.65,5.8,13.16,11.16,21.67,10.51
2000/11/16,87.74,5.98,13.33,10.27,22.3,12.04
2000/11/17,87.65,6.41,13.52,8.88,21.9,13.03
2000/11/18,87.46,6.59,13.96,9.94,22.69,12.76
2000/11/19,87.38,6.1,13.62,11.53,22.72,11.19
2000/11/20,87.46,5.92,13.61,11.55,22.51,10.95
2000/11/21,87.62,7.08,13.67,10.16,21.14,10.98
2000/11/22,87.75,7.63,13.55,9.84,21.33,11.49
2000/11/23,87.83,6.53,13.53,10.95,22.2,11.26
2000/11/24,87.63,5.98,12.98,10.39,21.48,11.08
2000/11/25,87.52,5.8,12.31,9.89,21.01,11.12
2000/11/26,87.66,5.31,12.41,11.88,22.18,10.3
2000/11/27,87.71,4.7,12.24,12.17,22.03,9.87
2000/11/28,87.65,5.13,12.83,10.7,21.65,10.96
2000/11/29,87.58,4.52,11.81,10.44,21.26,10.82
2000/11/30,87.71,4.21,10.87,12.7,20.76,8.06
2000/12/1,87.63,3.6,9.93,13.88,19.85,5.98
2000/12/2,87.76,3.6,8.92,10.27,18.77,8.5
2000/12/3,87.88,3.11,9.3,11.89,20.69,8.8
2000/12/4,87.56,3.05,9.39,11.75,20.73,8.98
2000/12/5,87.49,3.05,9.16,11.23,20.47,9.23
2000/12/6,87.56,3.11,8.58,10.48,19.25,8.76
2000/12/7,87.7,3.23,8.76,10.88,19.51,8.63
2000/12/8,87.58,3.05,8.59,10.53,19.46,8.93
2000/12/9,87.43,3.17,7.97,10.15,18.43,8.29
2000/12/10,87.57,3.54,8.14,9.34,17.78,8.44
2000/12/11,87.6,3.85,8.4,8.59,17.19,8.6
2000/12/12,87.65,3.66,7.68,11.27,17.76,6.5
2000/12/13,87.53,3.54,7.9,9.7,18.33,8.62
2000/12/14,87.54,3.78,8.24,10.39,18.51,8.11
2000/12/15,87.65,3.85,8.95,10.92,19.58,8.66
2000/12/16,87.82,3.78,9.23,11.77,19.79,8.02
2000/12/17,87.8,3.97,9.62,11.52,20.69,9.16
2000/12/18,87.53,3.78,9.9,10.89,21.19,10.3
2000/12/19,87.42,3.85,9.78,11.69,21.3,9.61
2000/12/20,87.61,3.66,9.28,11.98,20.59,8.6
2000/12/21,87.69,3.78,8.63,11.73,19.65,7.92
2000/12/22,87.69,3.54,9.54,13.34,21.65,8.3
2000/12/23,87.67,3.66,10.19,11.69,22.36,10.67
2000/12/24,87.64,3.54,10.2,10.84,21.59,10.75
2000/12/25,87.63,3.72,9.73,11.18,20.73,9.55
2000/12/26,87.68,3.6,9.69,11.3,20.92,9.62
2000/12/27,87.72,3.72,9.4,10.62,20.1,9.48
2000/12/28,87.72,3.48,8.96,10.95,19.66,8.71
2000/12/29,87.62,3.36,8.14,10.41,18.48,8.07
2000/12/30,87.6,3.48,9.1,10.95,18.54,7.58
2000/12/31,87.59,5.19,12.81,10.14,20.42,10.28
2001/1/1,87.45,6.47,12.25,11.65,19.98,8.33
2001/1/2,87.56,5.92,11.22,10.7,18.67,7.96
2001/1/3,87.56,4.33,8.98,12.23,18.58,6.34
2001/1/4,87.54,3.72,7.85,11.7,16.92,5.23
2001/1/5,87.54,3.42,7.09,12.3,17,4.7
2001/1/6,87.66,3.05,6.71,10.55,16.65,6.1
2001/1/7,87.47,2.75,7.15,11.53,17.77,6.25
2001/1/8,87.39,2.5,6.07,10.51,16.51,6.01
2001/1/9,87.47,2.5,6.07,11.38,16.54,5.15
2001/1/10,87.49,2.56,5.94,11.17,16.62,5.45
2001/1/11,87.36,2.5,6.03,11.62,16.85,5.23
2001/1/12,87.48,2.56,6.85,11.04,18.17,7.13
2001/1/13,87.49,2.56,6.94,11.15,17.69,6.55
2001/1/14,87.53,2.81,7.09,10.76,17.7,6.94
2001/1/15,87.68,2.99,7.35,11.57,18.09,6.52
2001/1/16,87.67,2.56,7.86,13.61,19.8,6.19
2001/1/17,87.77,2.38,7.64,11.7,19.51,7.81
2001/1/18,87.68,2.26,8.02,12.45,20.37,7.93
2001/1/19,87.68,2.32,8.17,11.83,19.97,8.14
2001/1/20,87.64,2.5,8.6,11.16,20.24,9.08
2001/1/21,87.42,2.32,8.33,12.59,20.62,8.03
2001/1/22,87.32,2.38,8.83,12.93,19.9,6.97
2001/1/23,87.16,2.99,8.91,13.03,17.74,4.71
2001/1/24,87.09,3.05,7.53,13.06,17.09,4.03
2001/1/25,87.2,2.26,6.8,12.51,17.55,5.04
2001/1/26,87.23,2.14,6.75,11.92,17.89,5.97
2001/1/27,87.28,2.32,7.18,13.38,18.58,5.2
2001/1/28,87.44,2.56,8.14,12.51,20.12,7.62
2001/1/29,87.47,2.69,9.62,13.15,21.73,8.58
2001/1/30,87.42,2.69,11.21,11.48,22.64,11.16
2001/1/31,87.31,3.17,12.64,11.71,23.9,12.19
2001/2/1,87.27,3.3,12.68,12.98,24.29,11.31
2001/2/2,87.23,2.08,10.98,13.96,23.38,9.42
2001/2/3,87.23,1.53,9.19,13.03,21.92,8.89
2001/2/4,87.38,1.59,8.16,12.29,20.21,7.92
2001/2/5,87.39,1.53,8.55,14.38,20.93,6.55
2001/2/6,87.41,1.53,8.72,14.02,21.05,7.03
2001/2/7,87.38,1.71,8.87,11.85,20.44,8.59
2001/2/8,87.26,1.71,9.15,14.34,21.04,6.69
2001/2/9,87.27,1.95,9.11,13.63,20.33,6.71
2001/2/10,87.25,2.2,9.79,12.86,21.41,8.56
2001/2/11,87.24,2.08,9.27,12.47,20.9,8.44
2001/2/12,87.46,1.71,9.98,13.97,23.07,9.1
2001/2/13,87.49,1.65,10.68,13.5,23.52,10.02
2001/2/14,87.54,1.71,10.46,10.5,22.05,11.56
2001/2/15,87.63,2.14,12.56,13.54,24.08,10.54
2001/2/16,87.71,3.97,14.69,11.46,23.29,11.83
2001/2/17,87.72,4.15,14.43,13.02,23.81,10.79
2001/2/18,87.55,3.97,14.08,12.1,23.16,11.06
2001/2/19,87.41,4.03,14.24,12.38,23.56,11.19
2001/2/20,87.4,3.6,13.38,11.66,22.27,10.6
2001/2/21,87.22,3.36,12.97,13.77,21.28,7.51
2001/2/22,87.21,3.6,13.43,13.06,22.65,9.6
2001/2/23,87.31,3.6,14.03,11.2,22.4,11.2
2001/2/24,87.24,3.72,13.61,12.8,22.13,9.33
2001/2/25,87.17,4.82,13.55,11.56,21.32,9.76
2001/2/26,87.17,4.82,15.39,14.53,23.77,9.23
2001/2/27,87.49,3.3,14.98,14.12,23.68,9.56
2001/2/28,87.83,2.44,15.4,13.96,24.15,10.19
2001/3/1,87.81,2.93,15.53,14.53,24.21,9.68
2001/3/2,87.78,2.38,15.18,15.12,24.85,9.73
2001/3/3,87.77,1.4,14.22,15.33,26.23,10.91
2001/3/4,87.68,1.59,13.49,14.7,25,10.3
2001/3/5,87.43,2.69,14.69,10.97,22.19,11.22
2001/3/6,87.42,2.62,14.39,12.9,23.48,10.58
2001/3/7,87.62,2.32,15.09,12.48,24.37,11.9
2001/3/8,87.54,1.77,13.98,14.62,23.93,9.31
2001/3/9,87.51,1.89,14.56,14.53,25.07,10.54
2001/3/10,87.47,2.08,14.64,14.55,24.44,9.89
2001/3/11,87.58,2.26,15.59,14.57,25.54,10.97
2001/3/12,87.56,2.14,15.78,14.03,25.41,11.38
2001/3/13,87.48,2.2,16.05,14.05,25.99,11.94
2001/3/14,87.53,2.5,16.29,14,25.98,11.98
2001/3/15,87.62,3.23,18.16,14.95,26.73,11.79
2001/3/16,87.34,3.11,18.12,15.32,27.19,11.87
2001/3/17,87.2,1.65,16.45,13.65,26.25,12.6
2001/3/18,87.35,1.77,16.79,14.91,26.65,11.74
2001/3/19,87.43,2.14,18.56,15.57,28.56,12.99
2001/3/20,87.38,2.44,21.08,14.16,29.92,15.76
2001/3/21,87.21,3.72,21.17,13.91,29.18,15.26
2001/3/22,87.21,5.98,19.65,12.14,26.51,14.37
2001/3/23,87.18,5.31,19.83,13.8,27.28,13.48
2001/3/24,87.04,2.99,19.17,15.09,26.79,11.7
2001/3/25,86.95,2.38,20.03,12.02,27.67,15.65
2001/3/26,86.89,2.5,19.42,14.23,28.08,13.85
