Date,PS,QV2M,AVG_TS,T2M_RANGE,T2M_MAX,T2M_MIN
06/28/22,86.84,16.78,22.44,5.82,25.28,19.46
06/29/22,86.69,17.7,21.76,4.48,23.94,19.46
06/30/22,86.82,16.3,21.73,4.54,23.9,19.37
07/01/22,86.74,16.91,23.3,7.55,27.12,19.57
07/02/22,86.66,17.21,23.05,6.17,26.16,19.99
07/03/22,86.72,18.19,23.82,6.66,27.3,20.65
07/04/22,86.69,18.43,23.79,6.23,26.73,20.5
07/05/22,86.8,18.49,23.38,4.97,25.65,20.68
07/06/22,87.09,18.43,24.01,6.41,27.37,20.96
07/07/22,87.11,18.74,23.81,5.66,26.37,20.71
07/08/22,86.91,18.74,23.98,6.16,27.28,21.12
07/09/22,86.85,17.64,23.77,7.38,26.91,19.54
07/10/22,86.83,17.76,23.98,6.9,27.17,20.27
07/11/22,86.91,17.88,23.78,6.41,26.77,20.37
07/12/22,86.83,18.19,23.88,6.7,26.82,20.13
07/13/22,86.69,18.07,24.16,6.37,27.32,20.95
07/14/22,86.75,17.82,24.01,5.74,27.37,21.63
07/15/22,86.95,18.25,23.19,4.19,26.13,21.94
07/16/22,86.96,18.62,24.01,6.38,27.48,21.1
07/17/22,87.08,18.19,24.26,6.72,27.9,21.19
07/18/22,86.96,17.82,23.41,6.82,26.7,19.88
07/19/22,86.8,17.94,22.69,4.09,24.83,20.73
07/20/22,86.83,17.7,22.8,4.66,25.19,20.53
07/21/22,86.92,18.01,22.01,2.9,23.62,20.73
07/22/22,87.09,18.01,21.85,2.98,23.57,20.59
07/23/22,87.07,17.33,22.23,4.62,24.62,20
07/24/22,87.1,16.78,21.51,4.88,24.21,19.34
07/25/22,87.27,16.72,22.08,6.23,25.05,18.82
07/26/22,87.31,17.21,22.4,5.71,25.3,19.58
07/27/22,87.26,16.54,22.39,5.58,25.07,19.49
07/28/22,87.28,16.17,21.92,4.92,24.6,19.68
07/29/22,87.21,15.99,22.25,5.21,24.75,19.54
07/30/22,87,17.58,22.95,6.62,25.88,19.26
07/31/22,86.78,17.58,21.52,3.01,23.17,20.16
08/01/22,86.85,17.33,21.2,3.6,23.3,19.69
08/02/22,86.89,16.66,20.92,4.89,23.75,18.86
08/03/22,87.02,16.6,21.97,5.2,24.6,19.4
08/04/22,87.03,17.76,21.84,3.99,24.21,20.21
08/05/22,86.92,17.21,22.91,6.14,25.94,19.8
08/06/22,86.79,17.76,23.03,5.01,25.69,20.67
08/07/22,86.76,18.49,23.71,6.03,26.73,20.69
08/08/22,86.69,18.86,23.45,5.31,26.18,20.87
08/09/22,86.74,18.68,23.76,6.5,27.21,20.71
08/10/22,86.64,18.13,22.67,6.02,25.83,19.8
08/11/22,86.85,17.76,23.16,7.19,26.98,19.79
08/12/22,86.84,17.94,23.37,8.03,27.19,19.16
08/13/22,86.76,18.19,23.93,6.77,27.5,20.73
08/14/22,86.95,18.07,22.13,4.03,24.31,20.29
08/15/22,87.13,17.03,22.21,5.7,25.48,19.77
08/16/22,87.15,17.27,22.78,7.14,26.23,19.09
08/17/22,87.02,17.15,22.95,7.25,26.41,19.16
08/18/22,86.8,18.07,23.67,6.39,27.15,20.76
08/19/22,86.9,17.94,23.42,5.41,26.66,21.25
08/20/22,86.99,17.82,22.71,5.61,26.15,20.54
08/21/22,86.88,17.46,22.57,6.93,26.21,19.27
08/22/22,86.86,17.33,23.03,7.24,26.55,19.31
08/23/22,87.09,17.88,23.01,5.99,26.23,20.24
08/24/22,87.21,17.94,23.52,5.7,27.05,21.34
08/25/22,87.12,18.19,22.73,4.61,25.59,20.98
08/26/22,86.96,17.88,22.92,5.88,26.01,20.14
08/27/22,86.87,17.76,22.98,5.38,25.76,20.38
08/28/22,87.09,17.4,21.8,3.78,23.86,20.07
08/29/22,87.28,17.64,21.98,4.45,24.08,19.62
08/30/22,87.33,17.58,22.44,5.59,25.45,19.86
08/31/22,87.15,17.15,21.8,4.01,23.92,19.91
09/01/22,87.16,17.46,21.43,3.81,23.35,19.53
09/02/22,87.21,17.88,22.27,5.38,25.33,19.94
09/03/22,86.96,17.58,21.81,4.46,24.42,19.96
09/04/22,86.95,16.91,22.3,5.95,25.62,19.66
09/05/22,87.1,16.3,21.94,5.17,24.96,19.78
09/06/22,87.19,16.54,22,6.38,25.48,19.09
09/07/22,87.37,16.97,21.9,5.41,24.79,19.37
09/08/22,87.47,17.21,21.73,4.5,24.4,19.9
09/09/22,87.49,15.26,21.29,5.05,24.51,19.47
09/10/22,87.36,16.48,22.16,5.4,25.64,20.24
09/11/22,87.19,16.17,22.17,6.41,25.73,19.31
09/12/22,87.05,15.93,20.26,5.24,24,18.76
09/13/22,87.14,15.81,20.41,4.4,22.81,18.41
