Date,PS,QV2M,AVG_TS,T2M_RANGE,T2M_MAX,T2M_MIN
03/19/21,87.35,5.13,19.42,13.29,28.58,15.3
03/20/21,87.19,5.62,20.07,12.75,27.98,15.23
03/21/21,87.25,5.55,19.25,13.68,27.15,13.48
03/22/21,87.52,5.07,19.49,13.59,27.79,14.19
03/23/21,87.59,5.13,20.69,13.34,29.48,16.15
03/24/21,87.48,5.43,20.53,12.98,28.03,15.05
03/25/21,87.33,4.15,18.65,13.51,26.94,13.44
03/26/21,87.32,3.97,18.58,13.94,27.6,13.66
03/27/21,87.36,4.27,19.15,11.72,28,16.28
03/28/21,87.26,5.19,19.92,13.05,28.24,15.19
03/29/21,87.11,6.29,20.49,11.21,26.97,15.76
03/30/21,86.69,6.53,20.84,13.76,28.4,14.64
03/31/21,86.51,5.25,20.4,10.51,28.71,18.19
04/01/21,86.7,3.72,18.24,11.29,27.21,15.91
04/02/21,87.05,2.93,17.89,12.88,27.28,14.4
04/03/21,87.25,2.69,17.93,16.77,27.83,11.07
04/04/21,87.27,2.5,17.54,16.91,27.74,10.83
04/05/21,87.5,2.81,17.98,12.88,27.9,15.02
04/06/21,87.48,3.54,19.43,12.8,28.66,15.86
04/07/21,87.45,4.46,20.87,12.69,30.17,17.49
04/08/21,87.31,4.52,21.95,13.45,30.5,17.05
04/09/21,87.36,3.97,21.55,15.48,30.76,15.28
04/10/21,87.44,3.36,21.23,15,30.83,15.83
04/11/21,87.52,2.81,21.24,15.72,31.11,15.39
04/12/21,87.54,3.23,21.06,13.23,30.49,17.26
04/13/21,87.41,4.7,22.37,12.89,30.44,17.55
04/14/21,87.35,5,22.99,11.96,30.89,18.93
04/15/21,87.26,5.13,23.36,14.64,31.58,16.93
04/16/21,87.27,7.14,22.94,12.6,29.53,16.93
04/17/21,87.43,6.96,21.78,12.55,28.87,16.33
04/18/21,87.39,6.16,21.89,11.26,28.42,17.15
04/19/21,87.07,6.29,21.75,13.35,28.76,15.4
04/20/21,87.1,5,23.01,15,30.65,15.65
04/21/21,87.36,6.65,21.86,11.39,28.26,16.87
04/22/21,87.46,9.28,20.95,10.09,25.58,15.5
04/23/21,87.34,6.77,22.14,14.35,29.29,14.94
04/24/21,87.3,6.16,23.32,14.55,30.93,16.37
04/25/21,87.34,4.58,23.36,14.6,32.23,17.62
04/26/21,87.32,4.15,22.76,14.58,31,16.42
04/27/21,87.34,5.07,23.8,13.75,31.55,17.8
04/28/21,87.48,5.62,24.12,14.73,31.68,16.94
04/29/21,87.52,7.39,23.95,11.98,30.37,18.37
04/30/21,87.39,8.67,23.98,11.02,29.06,18.05
05/01/21,87.4,9.58,22.23,9.05,26.66,17.61
05/02/21,87.41,10.62,21.71,7.87,25.94,18.07
05/03/21,87.23,8.85,22.01,10.38,27.75,17.37
05/04/21,87.32,10.19,20.22,6.77,22.91,16.14
05/05/21,87.35,10.62,19.76,7.51,23.23,15.73
05/06/21,87.46,10.56,21.8,10.45,25.81,15.37
05/07/21,87.5,11.17,22.15,10.27,27.26,16.99
05/08/21,87.4,9.64,23.13,11.73,28.52,16.8
05/09/21,87.3,9.58,22.05,9.76,25.79,16.03
05/10/21,87.14,9.46,22.4,11.96,28.04,16.07
05/11/21,87.13,10.07,21.65,8.19,25.41,17.22
05/12/21,87.04,10.44,19.79,7.59,23.48,15.89
05/13/21,87.02,9.64,20.51,10.74,25.37,14.62
05/14/21,86.93,9.7,22.29,10.56,26.23,15.66
05/15/21,87.07,9.22,24.26,12.23,29.93,17.69
05/16/21,87.22,8.79,25.07,13.08,31.15,18.07
05/17/21,87.24,8.48,25.59,12.32,31.9,19.58
05/18/21,87.16,7.87,25.9,11.43,31.15,19.72
05/19/21,87.13,10.38,23.33,11.26,29.88,18.62
05/20/21,87.1,13.67,22.16,7.95,26.76,18.8
05/21/21,87.06,14.34,24.99,10.55,28.99,18.44
05/22/21,86.96,13,26.15,11.86,30.35,18.49
05/23/21,86.99,11.66,26.33,11.95,31.43,19.48
05/24/21,86.99,11.17,27.18,12.28,32.61,20.33
05/25/21,86.84,12.21,26.37,9.48,30.75,21.26
05/26/21,86.68,15.08,24.71,7.02,27.34,20.32
05/27/21,86.74,16.3,23.37,6.28,26.44,20.15
05/28/21,87.07,15.81,22.56,6.02,25.62,19.6
05/29/21,87.19,15.32,23.72,8.9,27.68,18.78
05/30/21,87.02,16.11,23.86,7.23,27.26,20.02
05/31/21,86.71,16.3,23.4,7.64,27.4,19.76
06/01/21,86.95,15.14,23.61,7.98,27.46,19.48
06/02/21,87.08,13.43,23.59,9.96,27.84,17.88
06/03/21,87.18,13.12,24.36,9.44,29.07,19.63
06/04/21,87.17,14.34,24.98,7.63,28.62,20.98
06/05/21,87.05,15.14,25.72,8.94,30.18,21.24
06/06/21,86.96,15.56,25.45,8.69,29,20.31
06/07/21,86.8,15.75,26.3,8.42,29.98,21.55
06/08/21,86.73,15.44,25.77,7.94,29.42,21.48
06/09/21,86.72,16.66,24.23,7.15,27.51,20.36
06/10/21,86.73,16.17,22.52,5.44,25.08,19.64
06/11/21,86.62,16.54,23.28,6.55,26.48,19.93
06/12/21,86.7,16.54,23.36,6.45,26.3,19.84
06/13/21,86.73,16.72,22.46,3.89,24.36,20.47
06/14/21,86.5,17.7,23.19,4.89,25.47,20.58
06/15/21,86.36,17.58,22.75,4.85,24.75,19.9
06/16/21,86.51,18.01,22.95,4.8,25.47,20.67
06/17/21,86.68,17.88,23.49,5.9,26.12,20.22
06/18/21,86.77,16.48,23.26,7.2,26.48,19.28
06/19/21,86.81,16.42,22.6,6.04,25.19,19.15
06/20/21,86.79,16.42,22.7,6.64,25.33,18.69
06/21/21,86.79,17.46,23.64,6.51,26.23,19.73
06/22/21,86.85,18.31,23.88,5.64,26.3,20.67
06/23/21,86.93,18.8,22.98,3.4,24.73,21.33
06/24/21,86.84,17.94,24.1,5.48,26.64,21.16
06/25/21,86.76,18.07,22.83,4.09,24.98,20.88
06/26/21,86.91,17.33,22.03,3.44,24.07,20.63
06/27/21,87.15,17.46,22.91,5.31,25.95,20.64
06/28/21,87,17.94,24.23,7.02,26.95,19.93
06/29/21,86.69,18.62,22.35,2.54,23.75,21.21
06/30/21,86.62,17.7,22.23,3.59,24.14,20.55
07/01/21,86.52,18.07,22.81,5.56,25.29,19.73
07/02/21,86.63,18.55,23.13,3.53,24.69,21.16
07/03/21,86.71,18.62,23.57,5.3,26.01,20.71
07/04/21,86.93,17.58,23.13,5.2,25.05,19.85
07/05/21,86.96,18.13,23.72,6.12,26.49,20.37
07/06/21,86.73,18.74,23.05,4.59,25.45,20.87
07/07/21,86.8,18.62,22.3,2.9,24.07,21.17
07/08/21,86.9,18.43,22.32,2.59,23.98,21.4
07/09/21,86.84,18.62,23.16,5.26,25.85,20.59
07/10/21,86.87,18.62,22.44,3.75,24.66,20.91
07/11/21,87.14,17.15,22.88,3.96,24.52,20.56
07/12/21,87.22,17.58,22.76,4.78,25.29,20.5
07/13/21,87.09,18.07,23.75,5.81,26.83,21.01
07/14/21,87.05,18.31,23.2,4.65,25.25,20.6
07/15/21,87.13,18.07,23.41,4.92,25.71,20.78
07/16/21,87.17,17.88,22.96,4.35,25.07,20.73
07/17/21,87.02,17.76,22.18,4.48,24.34,19.86
07/18/21,86.84,18.13,22.68,4.37,24.85,20.48
07/19/21,86.71,18.8,23.06,5.07,25.94,20.87
07/20/21,86.67,18.07,23.47,5.6,26.28,20.68
07/21/21,86.6,18.13,23.38,4.63,25.62,20.99
07/22/21,86.54,17.88,23.16,5.29,25.91,20.62
07/23/21,86.61,19.04,24.32,6.34,28.23,21.88
07/24/21,86.66,18.43,24.36,6.07,27.23,21.15
07/25/21,86.67,19.17,23.65,4.46,25.84,21.38
07/26/21,86.46,19.1,23.36,4.62,25.66,21.04
07/27/21,86.36,18.62,23.15,3.82,25.12,21.29
07/28/21,86.42,18.49,23.42,5.79,26.34,20.55
07/29/21,86.52,18.55,22.8,2.95,24.52,21.57
07/30/21,86.59,17.94,23.17,5.85,26.58,20.73
07/31/21,86.68,17.64,22.81,5.36,25.57,20.21
08/01/21,86.61,18.43,23.63,6.06,26.4,20.34
08/02/21,86.7,18.74,23.42,5.53,25.84,20.32
08/03/21,86.83,18.49,23.44,5.4,26.03,20.62
08/04/21,86.9,17.4,22.23,4.86,24.96,20.09
08/05/21,86.78,17.21,23.85,6.27,26.68,20.4
08/06/21,86.78,17.7,24.08,5.88,27.24,21.37
08/07/21,86.94,18.07,22.65,4.54,25.24,20.71
08/08/21,87.05,18.01,22.72,4.77,25.15,20.37
08/09/21,87.03,18.43,23.39,6.05,26.11,20.05
08/10/21,86.75,19.17,23.58,4.96,26.05,21.09
08/11/21,86.77,19.41,23.3,4.34,25.52,21.18
08/12/21,86.91,19.1,23.19,4.66,25.98,21.33
08/13/21,86.77,18.25,23.42,6.14,26.44,20.3
08/14/21,86.62,18.68,23.01,4.65,25.51,20.86
08/15/21,86.83,18.31,23,4.62,25.1,20.48
08/16/21,87.03,18.68,23.37,5.24,25.89,20.65
08/17/21,87.04,18.86,22.89,4.19,25.15,20.96
08/18/21,86.93,18.13,22.32,3.18,23.83,20.65
08/19/21,86.95,17.7,22.63,5.41,25.48,20.08
08/20/21,87.21,17.21,22.03,4.95,24.29,19.34
08/21/21,87.36,16.91,21.31,3.51,23.18,19.67
08/22/21,87.11,16.97,21.88,4.8,24.08,19.3
08/23/21,86.98,17.7,21.98,4.44,24.12,19.68
08/24/21,86.86,18.07,22.43,5.87,25.63,19.76
08/25/21,86.56,18.55,22.69,5.96,25.83,19.88
08/26/21,86.53,18.74,22.54,4.09,24.42,20.33
08/27/21,86.87,18.68,21.95,2.91,23.54,20.62
08/28/21,86.94,17.76,21.84,4.09,24.15,20.07
08/29/21,87.05,17.15,21.69,4.05,23.76,19.71
08/30/21,87.29,16.17,20.91,2.98,22.5,19.51
08/31/21,87.35,17.09,20.94,3.93,23.23,19.3
09/01/21,87.29,17.21,22.12,5.35,25.14,19.79
09/02/21,87.1,18.07,22.05,4.58,24.75,20.17
09/03/21,86.99,17.88,21.68,3.38,23.7,20.33
09/04/21,86.95,16.97,22.02,5.23,25.16,19.93
09/05/21,86.97,18.31,22.92,5.68,26.3,20.62
09/06/21,87.22,17.33,21.51,3.28,23.7,20.42
09/07/21,87.42,16.91,21.19,3.8,23.53,19.73
09/08/21,87.28,16.91,21.53,4.73,24.19,19.47
09/09/21,87.16,17.4,21.48,3.82,23.58,19.76
09/10/21,87.17,16.97,22.23,5.99,25.8,19.82
09/11/21,87.14,17.27,22.15,3.76,24.62,20.86
09/12/21,86.89,17.7,23.16,6.32,26.15,19.83
09/13/21,86.92,17.64,23.07,5.91,26.26,20.36
09/14/21,87.15,16.42,21.04,4.44,23.87,19.44
09/15/21,87.34,15.93,20.63,4.73,23.62,18.88
09/16/21,87.19,15.69,20.62,4.52,23.75,19.23
09/17/21,87.06,15.99,21.32,4.67,23.73,19.05
09/18/21,87.15,17.46,22.07,6.17,25.3,19.13
09/19/21,87.32,18.01,22.94,5.91,25.84,19.93
09/20/21,87.26,17.76,22.69,6.12,25.77,19.65
09/21/21,87.2,17.52,22.3,4.48,24.84,20.37
09/22/21,87.14,16.54,21.17,3.92,23.23,19.31
09/23/21,87.27,16.48,21.3,5.55,24.4,18.86
09/24/21,87.34,16.78,21.94,6.34,25.2,18.86
09/25/21,87.21,17.46,21.92,5.38,25,19.62
09/26/21,87.24,16.72,21.99,5.36,25.28,19.93
09/27/21,87.29,16.6,21.74,4.9,25.2,20.3
09/28/21,87.41,16.3,20.94,4.2,23.58,19.39
09/29/21,87.45,16.42,20.56,3.2,22.52,19.32
09/30/21,87.49,16.24,21.01,5.88,24.02,18.14
10/01/21,87.45,15.75,20.77,4.81,23.83,19.02
10/02/21,87.27,15.81,20.08,3.72,22.46,18.75
10/03/21,87.08,15.32,20.76,4.46,23.94,19.48
10/04/21,87.15,16.66,21.14,5.95,24.67,18.73
10/05/21,87.33,16.6,21.65,6.91,25.08,18.19
10/06/21,87.26,16.54,21.39,6.08,24.75,18.66
10/07/21,87.06,16.85,21.39,6.03,24.87,18.83
10/08/21,87.01,16.72,21.4,6.4,24.93,18.53
10/09/21,87.1,16.3,20.9,6.49,24.6,18.12
10/10/21,87.19,16.54,21.32,6.49,25.17,18.68
10/11/21,87.17,16.17,20.8,5.68,24.77,19.09
10/12/21,87.18,16.36,21.85,6.99,26.75,19.75
10/13/21,87.14,16.11,21.83,6.74,27.08,20.34
10/14/21,87.18,16.54,22.19,6.87,26.87,20.01
10/15/21,87.07,17.88,21.98,5.37,25.55,20.18
10/16/21,87.24,16.78,21.69,5.09,24.9,19.8
10/17/21,87.37,16.91,20.86,3.25,23,19.75
10/18/21,87.29,15.56,19.8,3.58,22.16,18.58
10/19/21,87.3,14.65,19.05,4.88,22.16,17.28
10/20/21,87.37,15.93,20.53,7.34,24.56,17.22
10/21/21,87.33,13.92,19.11,6.23,22.8,16.56
10/22/21,87.43,13.79,18.94,5.88,22.4,16.51
10/23/21,87.69,13.55,17.96,4.77,20.62,15.86
10/24/21,87.75,13.73,18.03,4.66,20.87,16.22
10/25/21,87.56,13.43,17.98,5.72,21.8,16.09
10/26/21,87.53,12.76,17.32,5.82,21.77,15.96
10/27/21,87.67,11.78,16.61,6.81,21.77,14.96
10/28/21,87.71,11.6,16.75,7.08,22.44,15.37
10/29/21,87.85,12.27,16.81,6.95,21.83,14.88
10/30/21,87.74,11.84,16.44,7.23,22.09,14.86
10/31/21,87.61,11.72,16.22,7.02,20.79,13.76
11/01/21,87.66,11.11,15.4,7.12,20.3,13.17
11/02/21,87.78,11.35,15.93,6.03,20.3,14.26
11/03/21,87.68,10.5,14.98,6.98,20.1,13.12
11/04/21,87.6,9.58,13.89,7.95,20.4,12.45
11/05/21,87.53,9.34,13.26,7,19.94,12.94
11/06/21,87.35,9.77,13.62,7.94,20.66,12.73
11/07/21,87.42,10.38,14.15,8.12,20.29,12.16
11/08/21,87.57,10.62,14.77,8.51,21.1,12.59
11/09/21,87.64,11.54,15.76,7.62,21.06,13.43
11/10/21,87.61,12.15,16.51,6.73,20.94,14.2
11/11/21,87.57,11.72,15.9,6.79,20.51,13.72
11/12/21,87.58,10.62,14.75,8.02,20.55,12.53
11/13/21,87.53,10.38,13.87,8.09,20.05,11.96
11/14/21,87.46,10.13,14.06,8.23,20.42,12.19
11/15/21,87.37,9.95,13.81,7.45,19.4,11.96
11/16/21,87.46,10.01,13.7,7.34,19.57,12.23
11/17/21,87.72,10.19,14.03,8.02,19.76,11.73
11/18/21,87.58,10.86,14.55,7.43,20.59,13.16
11/19/21,87.36,10.74,14.48,7.26,20.48,13.23
11/20/21,87.34,10.62,14.4,8,21.27,13.27
11/21/21,87.37,9.83,13.96,8.39,20.76,12.37
11/22/21,87.3,9.34,12.9,9.01,20.11,11.1
11/23/21,87.36,8.85,12.15,8.52,18.31,9.79
11/24/21,87.63,9.28,11.99,7.73,17.35,9.62
11/25/21,87.62,9.64,12.37,5.97,17.13,11.16
11/26/21,87.65,9.4,12.23,5.82,16.37,10.55
11/27/21,87.77,9.46,11.85,6.43,16.69,10.26
11/28/21,87.83,9.7,12.51,7.28,18.45,11.17
11/29/21,87.79,9.64,12.44,6.64,18.08,11.44
11/30/21,87.79,9.4,12.6,8.52,19.08,10.55
12/01/21,87.84,9.7,13.62,6.57,19.36,12.79
12/02/21,87.81,10.56,14.6,8.2,20.71,12.51
12/03/21,87.86,10.74,14.41,5.75,19.22,13.47
12/04/21,87.8,10.31,14.49,7.02,20.18,13.15
12/05/21,87.85,10.44,14.27,7.43,20.56,13.13
12/06/21,87.66,9.95,14.12,5.97,19.02,13.05
12/07/21,87.66,9.03,12.88,7.02,19.18,12.17
12/08/21,87.85,7.2,11.19,6.66,18.86,12.21
12/09/21,87.99,6.9,10.22,7.69,18.3,10.61
12/10/21,87.85,6.77,9.46,8.05,17.78,9.73
12/11/21,87.81,7.2,9.19,9.66,17.36,7.69
12/12/21,87.98,7.32,8.09,7.23,15.35,8.12
12/13/21,87.85,6.41,7.94,8.9,16.29,7.39
12/14/21,87.73,6.96,8.84,9.25,17.85,8.6
12/15/21,87.66,6.53,8.71,9.47,18.07,8.6
12/16/21,87.71,5.86,8.48,9.87,18.17,8.3
12/17/21,87.73,4.88,8.23,9.51,18.99,9.48
12/18/21,87.69,5.55,8.18,9.38,17.43,8.05
12/19/21,87.66,5,6.99,8.74,15.98,7.23
12/20/21,87.7,5.62,7.02,8.86,15.71,6.85
12/21/21,87.63,5.98,7.42,8.07,15.76,7.69
12/22/21,87.46,6.47,7.76,7.74,15.81,8.07
12/23/21,87.46,7.26,8.2,8.46,15.34,6.88
12/24/21,87.53,7.45,9.24,6.63,14.7,8.07
12/25/21,87.61,7.14,8.01,6.99,13.02,6.03
12/26/21,87.84,7.14,9.19,7.62,14.21,6.59
12/27/21,87.88,7.2,9.4,7.09,14.79,7.69
12/28/21,87.82,6.96,8.55,7.34,15.09,7.76
12/29/21,87.8,6.9,7.01,4.73,10.02,5.3
12/30/21,88.08,6.53,7.88,6.27,13.53,7.26
12/31/21,88.04,6.29,8.08,7.44,15.15,7.7
01/01/22,87.98,6.71,8.45,8.34,16.1,7.76
01/02/22,87.86,6.16,7.7,8.45,15.92,7.48
01/03/22,87.72,6.23,8.33,8.62,16.19,7.58
01/04/22,87.75,6.23,8.37,9.91,16.4,6.49
01/05/22,87.76,6.9,8.42,7.81,16.3,8.48
01/06/22,87.74,7.57,9.45,5.97,15.04,9.06
01/07/22,87.8,7.75,9.96,7.1,17.34,10.24
01/08/22,87.8,8,11,7.72,18.17,10.45
01/09/22,87.6,7.75,11.11,7.73,18.01,10.28
01/10/22,87.7,7.69,10.68,6.23,15.61,9.37
01/11/22,87.67,7.08,9.23,8.54,17.57,9.03
01/12/22,87.53,6.84,9.35,7.56,15.95,8.39
01/13/22,87.53,6.9,8.31,8.93,14.65,5.72
01/14/22,87.65,6.59,8.17,7.98,14.8,6.8
01/15/22,87.67,6.53,8.48,8.76,15.15,6.4
01/16/22,87.79,5.8,7.47,13.07,16.2,3.13
01/17/22,87.92,5.8,7.36,8.79,14.82,6.03
01/18/22,87.72,6.1,8.73,7.6,16.14,8.54
01/19/22,87.48,6.35,8.41,8.6,15.34,6.73
01/20/22,87.18,6.65,8.91,6.49,13.98,7.49
01/21/22,87.24,6.71,9.16,7.15,14.02,6.87
01/22/22,87.19,6.35,8.64,7.9,14.77,6.87
01/23/22,87.22,6.77,8.58,6.48,12.48,6.01
01/24/22,87.3,7.08,9.45,6.16,13.52,7.37
01/25/22,87.31,6.53,9.05,7.81,14.96,7.15
01/26/22,87.34,6.16,7.51,5.36,11.5,6.15
01/27/22,87.32,5.8,6.98,8.14,12.67,4.53
01/28/22,87.39,5.8,6.31,8.79,11.92,3.13
01/29/22,87.49,5.19,6.39,10.46,14.5,4.04
01/30/22,87.18,5.74,6.91,10.25,14.89,4.64
01/31/22,87.25,6.41,8.35,8.41,15.02,6.61
02/01/22,87.03,6.53,8.48,7.05,13.53,6.48
02/02/22,87.27,5.31,7.44,10.01,14.87,4.87
02/03/22,87.37,5.92,8.12,8.83,14.85,6.02
02/04/22,86.98,6.96,6.61,2.83,9.01,6.19
02/05/22,87.04,6.1,5.6,5.99,10.25,4.26
02/06/22,87.51,5.49,6.03,11.07,13.9,2.83
02/07/22,87.55,6.35,7.73,9.49,15.22,5.73
02/08/22,87.42,6.71,8.15,7.14,13.91,6.78
02/09/22,87.59,6.77,9.77,7.38,15.64,8.26
02/10/22,87.49,7.02,10.12,8.53,15.21,6.68
02/11/22,87.35,6.65,9.26,9.81,14.95,5.14
02/12/22,87.37,5.49,7.87,13.12,16.57,3.44
02/13/22,87.45,6.71,9.1,9.77,16.3,6.53
02/14/22,87.45,7.02,10.64,9.79,17.34,7.55
02/15/22,87.4,7.57,11.57,9.71,18.32,8.61
02/16/22,87.16,7.39,11.44,8.45,17.05,8.6
02/17/22,87.12,6.65,10.17,9.15,17.3,8.16
02/18/22,87.29,6.41,10.25,10.12,18.02,7.9
02/19/22,87.27,6.23,10.2,10.12,17.91,7.78
02/20/22,86.86,5.62,8.87,8.33,15.32,6.99
02/21/22,86.97,5.68,8.48,10.7,16.05,5.37
02/22/22,87.59,5.62,9.51,10.04,17.44,7.39
02/23/22,87.83,6.23,10.75,10.75,18.4,7.65
02/24/22,87.77,6.65,12.34,10.76,20.47,9.7
02/25/22,87.81,7.08,11.92,8,17.3,9.3
02/26/22,87.86,6.65,11.68,10.25,18.6,8.35
02/27/22,87.73,6.41,12.08,11.22,20.05,8.83
02/28/22,87.58,5.86,11.87,10.43,20.07,9.64
03/01/22,87.74,5.55,12.19,10.11,20.96,10.85
03/02/22,87.78,6.77,11.23,9.27,19.19,9.91
03/03/22,87.71,6.59,11.86,10.64,20.48,9.83
03/04/22,87.55,6.29,11.97,11.42,20.8,9.37
03/05/22,87.44,6.53,11.99,11.55,20.59,9.04
03/06/22,87.6,6.84,12.73,10.45,21.31,10.86
03/07/22,87.73,7.39,14.57,10.07,23.59,13.52
03/08/22,87.56,7.2,15.08,10.76,23.73,12.98
03/09/22,87.5,7.32,15.69,9.99,23.4,13.4
03/10/22,87.48,6.84,14.72,10.23,23.7,13.48
03/11/22,87.43,7.02,14.8,10.74,23.61,12.87
03/12/22,87.36,6.96,14.75,10.65,23.23,12.57
03/13/22,87.45,8.18,15.18,9.73,23.09,13.37
03/14/22,87.46,8.85,16.72,9.73,25.34,15.62
03/15/22,87.26,9.09,17.22,9.59,25.18,15.58
03/16/22,87.12,9.89,17.61,9.49,24.59,15.1
03/17/22,87.31,10.5,18.38,9.98,25.49,15.51
03/18/22,87.37,10.99,19.4,9.59,26.98,17.39
03/19/22,87.21,10.62,19.48,9.17,26.92,17.75
03/20/22,87.06,9.7,18.88,8.8,26.38,17.57
03/21/22,87.15,9.46,18.32,10.4,25.33,14.93
03/22/22,87.2,9.83,18.69,9.29,25.51,16.22
03/23/22,87.25,8.67,18.25,9.23,25.03,15.8
03/24/22,87.04,8.36,17.12,10.7,24.54,13.84
03/25/22,87.01,7.39,16.81,12.3,25.49,13.19
03/26/22,87.13,7.14,16.74,11.5,24.97,13.46
03/27/22,87.41,7.81,17.31,11.47,25.19,13.72
03/28/22,87.34,8.79,17.46,9.7,24.13,14.43
03/29/22,87.23,9.34,17.51,11.38,24.3,12.93
03/30/22,87.29,10.5,17.85,10.23,23.71,13.48
03/31/22,87.3,11.41,18.7,10.09,24.26,14.17
04/01/22,87.29,10.19,18.87,11.01,25.34,14.33
04/02/22,87.52,10.62,19.76,9.45,26.08,16.63
04/03/22,87.43,11.84,20.27,9.77,25.62,15.84
04/04/22,87.31,9.28,19.93,10.55,27.15,16.62
04/05/22,87.55,7.45,19.44,11.56,27.81,16.24
04/06/22,87.58,7.93,19.86,11.73,27.94,16.2
04/07/22,87.61,9.28,19.76,11.3,26.44,15.15
04/08/22,87.39,9.52,20.52,9.93,26.76,16.83
04/09/22,87.28,9.22,20.38,10.58,26.52,15.94
04/10/22,87.2,9.89,20.19,10.7,26.45,15.75
04/11/22,87.14,9.46,20.88,12.02,28.33,16.31
04/12/22,87.19,8.79,20.78,10.3,27.4,17.1
04/13/22,87.08,8.42,20.41,9.73,27.12,17.39
04/14/22,86.86,7.81,21.63,13.65,30.44,16.8
04/15/22,86.82,7.14,21.65,10.98,29.64,18.66
04/16/22,86.87,6.16,20.8,14.99,29.98,14.98
04/17/22,86.97,6.1,20.94,16.25,29.94,13.69
04/18/22,87.21,7.02,21.64,13.23,29.68,16.45
04/19/22,87.36,8.79,21.83,11.27,28.48,17.2
04/20/22,87.29,10.01,22.09,11.11,27.87,16.76
04/21/22,87.32,9.83,20.9,11.37,27.09,15.73
04/22/22,87.29,9.52,22.48,11.11,28.74,17.64
04/23/22,87.18,8.12,22.51,14.09,29.89,15.8
04/24/22,86.98,5.68,21.9,14.79,31.07,16.29
04/25/22,87.01,5.43,22.14,14.71,31.18,16.48
04/26/22,87.11,6.59,22.92,14.67,31.02,16.35
04/27/22,87.1,6.53,23.05,10.88,30.62,19.76
04/28/22,87.29,7.08,23.4,10.98,30.42,19.44
04/29/22,87.18,8.06,23.73,11.41,30.56,19.15
04/30/22,87.11,8.73,23.58,11.38,29.8,18.43
05/01/22,87.08,9.09,23.98,11.01,29.53,18.52
05/02/22,87.11,10.07,23.14,10.23,27.52,17.3
05/03/22,87.23,10.93,23.85,10.99,28.29,17.3
05/04/22,87.3,11.41,23.16,10.61,27.29,16.68
05/05/22,87.25,12.33,22.21,8.86,25.76,16.9
05/06/22,87.26,12.02,22.89,9.83,26.17,16.34
05/07/22,87.23,11.6,24.08,9.82,27.73,17.9
05/08/22,87.21,12.27,22.89,8.27,26.3,18.02
05/09/22,87.19,11.9,23.18,10.87,27.63,16.76
05/10/22,87.18,12.7,24.76,10.98,28.85,17.86
05/11/22,87.03,13.24,25.06,10,28.78,18.78
05/12/22,86.89,13.24,25.09,8.98,28.26,19.29
05/13/22,86.71,13.73,24.46,7.92,27.57,19.64
05/14/22,86.74,11.35,25.19,12.27,30.79,18.51
05/15/22,86.95,9.95,25.4,12,31.14,19.14
05/16/22,86.95,10.68,25.66,11.62,30.98,19.36
05/17/22,86.83,10.38,26.05,12.11,32.33,20.22
05/18/22,86.97,8.12,25.59,14.69,32.08,17.4
05/19/22,86.98,8.12,24.62,11.56,30.44,18.88
05/20/22,86.83,8.85,26.02,12.9,31.86,18.96
05/21/22,86.55,8.24,25.5,11.84,31.85,20.01
05/22/22,86.5,7.87,24.68,14.16,31.06,16.9
05/23/22,86.69,8.54,25.37,11.48,30.12,18.63
05/24/22,87.03,9.34,24.97,11.46,29.49,18.03
05/25/22,87.06,9.83,25.55,11.05,29.64,18.58
05/26/22,86.95,9.89,25.05,8.26,27.88,19.62
05/27/22,86.75,8,25.23,10.94,30.23,19.3
05/28/22,86.74,8.48,25.15,10.26,29.8,19.55
05/29/22,86.8,8.42,25.65,11.08,30.87,19.79
05/30/22,86.83,9.34,25.98,10.98,31.01,20.03
05/31/22,86.77,9.58,26.83,12.45,32.3,19.85
06/01/22,86.81,8.73,27.56,12.19,33.51,21.32
06/02/22,86.84,8.97,27.33,11.27,32.25,20.98
06/03/22,86.78,9.95,27.51,11.52,31.9,20.38
06/04/22,86.79,8.67,27.79,12.55,33.87,21.32
06/05/22,86.85,7.93,27.08,12.3,32.94,20.64
06/06/22,86.85,9.77,27.58,12.5,32.7,20.2
06/07/22,86.77,10.56,28.41,11.75,33.2,21.45
06/08/22,86.68,10.62,28.8,11.11,33.26,22.14
06/09/22,86.66,9.34,28.41,12.77,34.07,21.3
06/10/22,86.69,7.93,27.8,11.8,33.19,21.38
06/11/22,86.75,7.39,27.59,11.73,33.41,21.68
06/12/22,86.87,9.16,28.5,11.62,33.41,21.8
06/13/22,86.92,8.36,28.81,11.36,33.98,22.62
06/14/22,86.86,8.48,28.69,11.02,33.71,22.69
06/15/22,86.76,12.15,29.12,9.9,32.8,22.9
06/16/22,86.75,15.14,27.98,9.65,31.41,21.76
06/17/22,86.66,17.46,23.59,5.5,26.71,21.21
06/18/22,86.73,17.58,24.42,6.72,27.48,20.76
06/19/22,86.74,16.05,24.37,7.42,27.58,20.15
06/20/22,86.69,15.38,23.8,7.48,27.29,19.8
06/21/22,86.69,15.01,23.94,8.78,27.31,18.54
06/22/22,87.01,14.4,24.96,9.38,28.88,19.51
06/23/22,87.05,15.56,25,7.61,28.11,20.5
06/24/22,86.91,15.99,25.67,8.4,29.06,20.66
06/25/22,86.84,17.33,23.85,5.77,26.55,20.77
06/26/22,86.95,17.15,23.03,4.72,25.23,20.51
06/27/22,87.05,16.54,23.89,7.8,27.19,19.39
